author,old_author,title,old_title,sub_title,old_sub_title,publisher,old_publisher,publication_date,old_publication_year,old_original_title,old_original_subtitle,old_purchase_date,old_my_rating,image_name,old_cover,old_categories,isbn-13,isbn-10,old_isbn,old_took,old_notes,format,old_print_format,nof_pages,old_read_it,description,old_description,language,language_iso
Grant Morrison,Grant Morrison,New X-Men by Grant Morrison Ultimate Collection Book 1 (New X-Men (2001-2004)),New X-Men By Grant Morrison Ultimate Collection Book 1 Tpb,,,Marvel,Marvel Comics,2008-05-28,2008.0,,,2016-06-18,0.0,9781302517885.jpg,,,9781302517885.0,1302517880,9780785132516.0,,,,Paperback,355.0,No,,,English,en
Grant Morrison,Grant Morrison; John Paul Leon; Igor Kordey; Phil Jimenez; Ethan Van Sciver; Keron Grant; Frank Quitely,New X-Men by Grant Morrison Ultimate Collection Book 2 (New X-Men (2001-2004)),New X-Men By Grant Morrison Ultimate Collection Book 2 Tpb,,,Marvel,Marvel Comics,2008-08-27,2008.0,,,2016-06-18,0.0,9781302517892.jpg,,,9781302517892.0,1302517899,9780785132523.0,,,,Paperback,347.0,No,,,English,en
Grant Morrison,Grant Morrison,"New X-Men, Vol. 3",New X-Men By Grant Morrison Ultimate Collection Book 3 Tpb,,,Marvel,Marvel Comics,2008-11-26,2008.0,,,2016-06-18,0.0,9780785132530.jpg,,,9780785132530.0,0785132538,9780785132530.0,,,Paperback,Paperback,336.0,No,"Sixteen million mutants dead - and that was just the beginning! In one bold stroke, writer Grant Morrison (All-Star Superman, Batman) propelled the X-Men into the 21st century - masterminding a challenging new direction for Marvel&apos;s mutant heroes that began with the destruction of Genosha and never let up. Regarded as the most innovative thinker of the current comic-book renaissance, Morrison proceeded to turn the mutant-hero genre on its ear. Gone were the gaudy spandex costumes - replaced by slick, black leather and an attitude to match. Now, his entire Eisner Award-nominated run on New X-Men is collected across three titanic trade paperbacks!Collects New X-Men #142-154.",,English,en
,Jim Steranko,,Nick Fury Agent för Shield,,Nick Fury Kontra Gula Klon,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,,,Nick Fury Vs. S.H.I.E.L.D.,,,,,,,,,2016-10-09,0.0,,,,,,24885234107.0,,,,,,No,,,,
,"Chuck Dixon, Scott McDaniel, Karl Story",,Nightwing,,A Knight in Blüdhaven,,Dc Comics,,,,,2016-10-09,0.0,,https://books.google.ru/books/content?id=4YkAAAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,761941213125.0,,,,,,No,,"Presents a compilation of previously published ""Nightwing"" comics which follows the adventures of the superhero formerly known as Robin as he tries to emerge from out of the shadow of his mentor, Batman.",,
,,,Närkontakt med flygande tefat 1,,,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,,,Närkontakt med flygande tefat 2,,,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,,,Närkontakt med UFO,,,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of the Assassin, Vol. 1",Path Of The Assassin Volume 1, Serving In The Dark (v. 1),Serving In The Dark,Dark Horse Manga,Dark Horse,2006-07-11,2006.0,,,2016-06-18,0.0,9781593075026.jpg,,,9781593075026.0,1593075022,9781593075026.0,,,Paperback,Paperback,320.0,Yes,"Path of the Assassin, called Hanzo no Mon in Japan, is the story of Hattori Hanzo, the fabled master ninja whose duty was to protect Tokugawa Ieyasu. Ieyasu was the shogun who would unite Japan into one great nation. But before he could do that, he had to grow up and learn how to love the ladies! As the secret caretaker of such an influential future leader, not only does Hanzo use vast and varied ninja talents, but in living closely with Ieyasu, he forms a close friendship with the young",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin Volume 10,Path Of The Assassin Volume 10," Battle For Power Part Two: Battle for Power v. 10, Pt. 2",Battle For Power Part 2,Dark Horse Manga,Dark Horse,2014-11-19,2008.0,,,2016-06-18,0.0,9781630083816.jpg,,,9781630083816.0,163008381X,9781593075118.0,,,,Paperback,296.0,Yes,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path of the Assassin, Vol. 11",Path Of The Assassin Volume 11," Hikuma Castle, Part 3 (v. 11, Pt. 3)",Battle For Power Part 3,Dark Horse,Dark Horse,2008-06-17,2008.0,,,2016-06-18,0.0,9781593075125.jpg,,,9781593075125.0,159307512X,9781593075125.0,,,Paperback,Paperback,320.0,Yes,"Ninjas, samurai, hot lovin&apos;, political intrigue, and gold!Path of the Assassin has it all in spades! Hanzo, the heroic ninja for the future shogun Ieyasu Tokugawa, has been in some tight situations before, but nothing like the trap set for him by a ninja from a competing warlord&apos;s clan! And to settle this trickery, a sexy battle of wits and weapons. Meanwhile, Tokugawa is moving across the battlefield on his way to Japan&apos;s future.Path of the Assassin is a pinnacle in (Lone Wolf and Cub creators) Koike and Kojima&apos;s fantastic and seemingly unending stable of awesome samurai manga. And as usual, these works don&apos;t wane as they draw toward their final volumes!",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 12 (v. 12)",Path Of The Assassin Volume 12,,Three Foot Battle,Dark Horse,Dark Horse,2008-07-15,2008.0,,,2016-06-18,0.0,9781593075132.jpg,,,9781593075132.0,1593075138,9781593075132.0,,,Paperback,Paperback,320.0,Yes,"Hattori Hanzo is a master ninja whose duty is to protect Tokugawa Ieyasu, the shogun who will eventually unite Japan into one nation.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 13",Path Of The Assassin Volume 13,,Hateful Burden,Dark Horse,Dark Horse,2008-09-30,2008.0,,,2016-06-18,0.0,9781593075149.jpg,,,9781593075149.0,1593075146,9781593075149.0,,,Paperback,Paperback,304.0,Yes,"Hattori Hanzo is a master ninja whose duty is to protect Tokugawa Ieyasu, the shogun who will eventually unite Japan into one nation.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 14 (v. 14)",Path Of The Assassin Volume 14,,Bad Blood,Dark Horse Manga,Dark Horse,2009-02-03,2009.0,,,2016-06-18,0.0,9781593075156.jpg,,,9781593075156.0,1593075154,9781593075156.0,,,Paperback,Paperback,304.0,Yes,"Assassins have been cast as the sensual and shadowy villains throughout history, but their exploits have never been so fully realized as they are within the pages of ""Path of the Assassin"". From the most intense sword fight, to a silent poisoning, no job has been too much for the infamous Hattori Hanzo. Now, the stage is set for Tokugawa Ieyasu's destiny to be fulfilled, and with Hanzo watching his back, can anything stop him from uniting Japan?",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 15",Path Of The Assassin Volume 15, One Who Rules The Dark,One Who Rules The Dark,Dark Horse,Dark Horse,2009-05-12,2009.0,,,2016-06-18,0.0,9781593075163.jpg,,,9781593075163.0,1593075162,9781593075163.0,,,Paperback,Paperback,304.0,Yes,"Koike and Kojima's tale of how the ninja Hattori Hanzo helped Tokugawa Ieyasu become the shogun who united Japan is in its fifteenth and final volume. All of the action, suspense, political intrigue, and love will come to an end. But, before Ieyasu can claim his position, there will be much misery, murder, and tragedy on this already blood-soaked road. The path to the shogunate is a long and arduous journey, made easier by such a vassal as Hattori Hanzo, but in this last volume of ""Path o",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of the Assassin, Vol. 2",Path Of The Assassin Volume 2, Sand And Flower (v. 2),Sand And Flower,Dark Horse Manga,Dark Horse,2006-09-12,2006.0,,,2016-06-18,0.0,9781593075033.jpg,,,9781593075033.0,1593075030,9781593075033.0,,,Paperback,Paperback,312.0,Yes,"Hattori Hanzo is a master ninja whose duty is to protect Tokugawa Ieyasu, the shogun who will eventually unite Japan into one nation.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin vol. 3,Path Of The Assassin Volume 3, Comparison of a Man v. 3,Comparison Of A Man,Dark Horse Books,Dark Horse,2014-07-01,2006.0,,,2016-06-18,0.0,9781630080259.jpg,,,9781630080259.0,163008025X,9781593075040.0,,,,Paperback,312.0,Yes,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin vol. 4,Path Of The Assassin Volume 4, v. 4,,Dark Horse Manga,Dark Horse,2014-11-19,2006.0,,,2016-06-18,0.0,9781630080266.jpg,,,9781630080266.0,1630080268,9781593075057.0,,,,Paperback,304.0,Yes,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin vol. 5,Path Of The Assassin Volume 5, v. 5,,Dark Horse Manga,Dark Horse,2014-11-19,2007.0,,,2016-06-18,0.0,9781630080273.jpg,,,9781630080273.0,1630080276,9781593075064.0,,,,Paperback,312.0,Yes,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 6 (v. 6)",Path Of The Assassin Volume 6,,,Dark Horse,Dark Horse,2007-05-08,2007.0,,,2016-06-18,0.0,9781593075071.jpg,,,9781593075071.0,1593075073,9781593075071.0,,,Paperback,Paperback,320.0,Yes,"Hattori Hanzo is a master ninja whose duty is to protect Tokugawa Ieyasu, the shogun who will eventually unite Japan into one nation.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 7 (v. 7)",Path Of The Assassin Volume 7,,,Dark Horse Manga,Dark Horse,2007-09-25,2007.0,,,2016-06-18,0.0,9781593075088.jpg,,,9781593075088.0,1593075081,9781593075088.0,,,Paperback,Paperback,312.0,Yes,"Warning! Reading this series might not only entertain you in many ways, but it might be somewhat educational as well! Let's start with ninja skills, samurai period drama and sexy teens. Yes, we have them all in one informative, semi-historical series from the famed creators of Lone Wolf and Cub, Kazuo Koike and Goseki Kojima. It's the story of to-be shogun Ieyasu Tokugawa, in his late teens, battling and politicking his way to the leadership of Edo-era Japan. To do so, he must survive assa",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of The Assassin, Vol. 8 (v. 8)",Path Of The Assassin Volume 8,,,Dark Horse,Dark Horse,2008-01-15,2007.0,,,2016-06-18,0.0,9781593075095.jpg,,,9781593075095.0,159307509X,9781593075095.0,,,Paperback,Paperback,302.0,Yes,"Hattori Hanzo is a master ninja whose duty is to protect Tokugawa Ieyasu, the shogun who will eventually unite Japan into one nation.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin Volume 9,Path Of The Assassin Volume 9, Battle For Power Part One: v. 9,,Dark Horse Manga,Dark Horse,2014-11-19,2008.0,,,2016-06-18,0.0,9781630083809.jpg,,,9781630083809.0,1630083801,9781593075101.0,,,,Paperback,304.0,Yes,,,English,en
Justin Gray,"Jimmy Palmiotti, Justin Gray, Amanda Conner",Power Girl,Power Girl, A New Beginning,A New Beginning,DC Comics,DC Comics,2010-04-20,2010.0,,,2016-06-18,0.0,9781401226183.jpg,https://books.google.ru/books/content?id=TPurQwAACAAJ&printsec=frontcover&img=1&source=gbs_api,Justice Society of America (Fictitious characters),9781401226183.0,1401226183,9781401226183.0,,,Paperback,,160.0,No,"Exploding from the first six issues of her new, hit series, JSA leader Power Girl wants to build a new secret identity - but a villain from her past has other plans for her and to get his way, he&apos;s holding Manhattan hostage. Plus, a trio of sexy alien marauders hits Earth for the ultimate party. Unfortunately, by their standards, that means destroying it.","Power Girl wants to build a new secret identity, but a villain from her past has other plans for her and - to get his way - he's holding Manhattan hostage. Plus, a trio of sexy alien marauders hits Earth for the ultimate party. Unfortunately, by their standards, that means destroying it.",English,en
Jimmy Palmiotti,Jimmy Palmiotti; Justin Gray,Power Girl,Power Girl, Aliens and Apes,Aliens And Apes,DC Comics,DC Comics,2010-10-12,2010.0,,,2016-06-18,0.0,9781401229108.jpg,,,9781401229108.0,1401229107,9781401229108.0,,,Paperback,,144.0,No,"The fan-favorite writing team of Jimmy Palmiotti and Justin Gray (JONAH HEX, TERRA) team with popular aritst Amanda Conner (JSA CLASSIFIED, TERRA) for the rip-roaring solo adventures of Power Girl. She bursts from the pages of the JUSTICE SOCIETY OF AMERICA to star in her own series. In this volume, Power Girl, having defeated Ultra-Humanite, now must contend with Satanna and her animal menagerie, who have returned to avenge her fallen lover. If that wasn`t enough, the alien Zartox has called upon Power Girl to help save his dying planet.",,English,en
Judd Winick,Judd Winick; Sam Basari,Power Girl,Power Girl, Bomb Squad,Bomb Squad,DC Comics,DC Comics,2011-06-28,2011.0,,,2016-06-18,0.0,9781401231620.jpg,,,9781401231620.0,1401231624,9781401231620.0,,,Paperback,,144.0,No,"Due to the events in JUSTICE LEAGUE: GENERATION LOST, Power Girl finds herself mysteriously unaware of the period in her life when Max Lord was pulling her strings as part of Justice League International. Meanwhile, the distractions of being a heroine cause her business to falter as her friends and co-workers disappear. Are they simply walking away – or is something worse happening to them?",,English,en
Judd Winick,Judd Winick; Matthew Sturges; Sami Basri,Power Girl,Power Girl, Old Friends,Old Friends,DC Comics,DC Comics,2012-02-21,2012.0,,,2016-06-18,0.0,9781401233655.jpg,,,9781401233655.0,1401233651,9781401233655.0,,,Paperback,,200.0,No,,,English,en
Max Cannon,Max Cannon,Red Meat,Red Meat, A Collection of Red Meat Cartoons From the Secret Files of Max Cannon,,St. Martin's Griffin,Macmillan,1998,,,,2016-10-09,0.0,9780312183028.jpg,https://books.google.ru/books/content?id=3fFaBosRtLYC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780312183028.0,031218302X,9780312183028.0,,,Paperback,,110.0,No,A collection of cartoons from a popular comic strip which appears in alternative weeklies and college newspapers.,"Currently featured in over 50 alternative weeklies and college newspapers, ""Red Meat"" is quickly becoming one of the most popular alternative comic strips in the country. The official ""Red Meat"" Web site averages 30,000 page views a week. This collection offers readers a peek at the strip that's caused all the commotion.",English,en
,,,RoboCop,,,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,,,RoboCop 2,,,,,,,,,2016-10-09,0.0,,,,,,24885232486.0,,,,,,No,,,,
,Chris Claremont,,S7 Sovereign Seven,,,,,,,,,2016-10-09,0.0,,,,,,761941207667.0,,,,,,No,,,,
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 1,Samurai Executioner Volume 1, When the Demon Knife Weeps,When The Demon Knife Weeps,Dark Horse Books,Dark Horse,2000-07-25,2004.0,,,2016-06-18,0.0,9781621152514.jpg,,,9781621152514.0,1621152510,9781593072070.0,,,,Paperback,328.0,No,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 10,Samurai Executioner Volume 10,A Couple of Jitte: A Couple of Gitte v. 10,A Couple Of Jitte,Dark Horse Books,Dark Horse,2006-05-30,2006.0,,,2016-06-18,0.0,9781621152606.jpg,,,9781621152606.0,162115260X,9781593072797.0,,,,Paperback,304.0,No,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Samurai Executioner, Vol. 2",Samurai Executioner Volume 2," Two Bodies, Two Minds","Two Bodies, Two Minds",Dark Horse,Dark Horse,2005-01-04,2004.0,,,2016-06-18,0.0,9781593072087.jpg,,,9781593072087.0,1593072082,9781593072087.0,,,Paperback,Paperback,304.0,No,"In a prison world, there are few good stories, and this is the world of Kubikiri Asa, the beheader and master samurai under the Shogun. It's a world full of vengeance, greed, and violence. A world of depravity and sin. One man can set things straight if he can keep his wits. This is a story of extreme proportions, of sword study thick in tradition and with grim purpose, of blood rivers, agonizing screams, bondage, torture, and the evil prevalent in human failure. Drafted by the confirmed",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Samurai Executioner, Vol. 3",Samurai Executioner Volume 3, The Hell Stick,The Hell Stick,Dark Horse,Dark Horse,2005-02-08,2005.0,,,2016-06-18,0.0,9781593072094.jpg,,,9781593072094.0,1593072090,9781593072094.0,,,Paperback,Paperback,316.0,No,"Readers of Lone Wolf & Cub came to know a samurai of such high honor that he was not only able to perform but enjoyed and, in fact, learned from basic daily tasks. Cutting wood, cooking food. That wasn't something a samurai did back in feudal Japan. These same human elements are apparent in Kubikiri Asa, the main character in Samurai Executioner. He's a man of the people, though his job is to separate many of those same people from their heads. In this volume, however, we're treated to thr",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Samurai Executioner, Vol. 4",Samurai Executioner Volume 4, Portrait of Death,Portrait Of Death,Dark Horse,Dark Horse,2005-05-31,2005.0,,,2016-06-18,0.0,9781593072100.jpg,,,9781593072100.0,1593072104,9781593072100.0,,,Paperback,Paperback,317.0,No,"A frenetic mix of samurai honor, base violence, and the blood of beheading, Samurai Executioner is not for the faint of heart. For those who love blood and guts crime drama, historical fiction, and brutal action, this is right up your alley. The men who brought you Lone Wolf & Cub also created Kubikiri Asa, a young ronin samurai who helps keep the peace by putting the fear of beheading into Edo`s criminals. But it doesn`t always work, and so he has to. Full of squirting blood, fast paced samurai swordwork, and the drama that comes from human corruption, Samurai Executioner is like no other classic manga.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Samurai Executioner, Vol. 5",Samurai Executioner Volume 5,,"Ten Fingers, One Life",Dark Horse,Dark Horse,2005-10-04,2005.0,,,2016-06-18,0.0,9781593072117.jpg,,,9781593072117.0,1593072112,9781593072117.0,,,Paperback,Paperback,304.0,No,"Striking similarities between Lone Wolf & Cub and Koike and Kojima`s sidebar storyline Samurai Executioner (known as Kubikiri Asa in Japan) are evident in the cool attitude, rebellious honor, and unflappable bushido of the lead characters of both series, but readers will delight in the whole new genre of Edo-era samurai spirit in Samurai Executioner.  Wrapped tightly around a core of crime fiction, we enter a world of harsh and violent crime, and the forces up against it.    In this volume, after a few initial stories of criminals` lives leading to execution, we meet two Edo-era police officers and explore their specialized methods of capturing crafty criminals. Then, in Koike`s signature fashion, the volume ends with a psycho killer and her grueling and violent end. It`s like a history lesson, art education, and pulp sensation, all wrapped up in one fantastic series.",,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 6,Samurai Executioner Volume 6, Shinko the Kappa,Shinko The Kappa,Dark Horse Books,Dark Horse,2005-09-20,2005.0,,,2016-06-18,0.0,9781621152569.jpg,,,9781621152569.0,1621152561,9781593072759.0,,,,Paperback,304.0,No,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 7,Samurai Executioner Volume 7, The Bamboo Splitter: v. 7,The Bamboo Splitter,Dark Horse Books,Dark Horse,2005-12-13,2005.0,,,2016-06-18,0.0,9781621152576.jpg,,,9781621152576.0,162115257X,9781593072766.0,,,,Paperback,304.0,No,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 8,Samurai Executioner Volume 8, The Death Sign of Spring: v. 8,The Death Sign Of Spring,Dark Horse Books,Dark Horse,2006-01-03,2006.0,,,2016-06-18,0.0,9781621152583.jpg,,,9781621152583.0,1621152588,9781593072773.0,,,,Paperback,304.0,No,,,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Samurai Executioner Volume 9,Samurai Executioner Volume 9, Facing LIfe and Death: v. 9,Facing Life And Death,Dark Horse Books,Dark Horse,2006-03-07,2006.0,,,2016-06-18,0.0,9781621152590.jpg,,,9781621152590.0,1621152596,9781593072780.0,,,,Paperback,304.0,No,,,English,en
,"Sho Fumimura, Ryoichi Ikegami",,Sanctuary 1,,,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Vol. 2),Sanctuary 2,,,VIZ Media LLC,,1995-06-05,,,,2016-10-09,0.0,9780929279992.jpg,,,9780929279992.0,0929279999,9780929279992.0,,,Paperback,,308.0,No,"As children, Akira Hojo and Chiaki Asami survived the horrors of the killing fields of Cambodia. Now young men, they vow to transform the destiny of Japan, by any means necessary. In this, the sixth volume of the erotically charged saga of political corruption, Asami and Hojo face life-threatening challenges in their respective rises to the top of the Japanese parliament and the yakuza crime syndicate. Meanwhile, a yakuza crime war is brewing and the police are hot on Hojo's trail.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Vol. 3),Sanctuary 3,,,VIZ Media LLC,,1995-05-06,,,,2016-10-09,0.0,9781569310427.jpg,,,9781569310427.0,1569310424,9781569310427.0,,,Paperback,,324.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 4),Sanctuary 4,,,VIZ Media LLC,,1995-05-06,,,,2016-10-09,0.0,9781569310397.jpg,,,9781569310397.0,1569310394,9781569310397.0,,,Paperback,,314.0,No,"As children, Akira Hojo and Chiaki Asami survived the horrors of the killing fields of Cambodia. Now young men, they vow to transform the destiny of Japan, by any means necessary. In this, the sixth volume of the erotically charged saga of political corruption, Asami and Hojo face life-threatening challenges in their respective rises to the top of the Japanese parliament and the yakuza crime syndicate. Meanwhile, a yakuza crime war is brewing and the police are hot on Hojo's trail.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 5),Sanctuary 5,,,VIZ Media LLC,,1996-08-05,,,,2016-10-09,0.0,9781569311127.jpg,,,9781569311127.0,1569311129,9781569311127.0,,,Paperback,,296.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 6),Sanctuary 6,,,VIZ Media LLC,,1997-01-05,,,,2016-10-09,0.0,9781569311998.jpg,,,9781569311998.0,1569311994,9781569311998.0,,,Paperback,,272.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 7),Sanctuary 7,,,VIZ Media LLC,,1997-11-05,,,,2016-10-09,0.0,9781569311844.jpg,,,9781569311844.0,1569311846,9781569311844.0,,,Paperback,,240.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 8),Sanctuary 8,,,VIZ Media LLC,,1997-11-05,,,,2016-10-09,0.0,9781569312070.jpg,,,9781569312070.0,1569312079,9781569312070.0,,,Paperback,,232.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
Sho Fumimura,"Sho Fumimura, Ryoichi Ikegami",Sanctuary (Volume 9),Sanctuary 9,,,VIZ Media LLC,,1998-02-05,,,,2016-10-09,0.0,9781569312353.jpg,,,9781569312353.0,1569312354,9781569312353.0,,,Paperback,,240.0,No,"The first volume in the ""Sanctuary"" series.",,English,en
,"Carl Potts, Dan Lawlis, Tod Smith",,Shadowmasters 2,,,,,,,,,2016-10-09,0.0,,,,,,24885230659.0,,,,,,No,,,,
,"Carl Potts, Dan Lawlis, Tod Smith",,Shadowmasters 3,,,,,,,,,2016-10-09,0.0,,,,,,24885230659.0,,,,,,No,,,,
,"Carl Potts, Dan Lawlis, Tod Smith",,Shadowmasters 4,,,,,,,,,2016-10-09,0.0,,,,,,24885230659.0,,,,,,No,,,,
,"Howard V. Chaykin, David Tischman",,Son of Superman,,,,,,,,,2016-10-09,0.0,,https://books.google.ru/books/content?id=kjyXOAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Graphic novels,,,761941221991.0,,,,,,No,,"When he starts to experience startling changes in his physiology - notably the emergence of extra-human powers - and when the hi-tech vigilante group known as the Supermen tries to recruit him, Jon Kent - son of mild-mannered reporter Clark Kent - realizes that he's hardly your average teenager.",,
Michael Green,Green Michael,Supergirl Vol. 1,Supergirl Volume 1, Last Daughter of Krypton (The New 52),Last Daughter Of Krypton,DC Comics,DC Comics,2012-10-23,2012.0,,,2016-06-18,0.0,9781401236809.jpg,,,9781401236809.0,1401236804,9781401236809.0,,,Paperback,,160.0,No,,,English,en
Michael Green,Green Michael,"Supergirl, Vol. 2",Supergirl Volume 2, Girl in the World (The New 52),Girl In The World,DC Comics,,2013-07-16,,,,2016-06-18,0.0,9781401240875.jpg,,,9781401240875.0,1401240879,9781401240875.0,,,Paperback,,144.0,No,,,English,en
Michael Alan Nelson,Mike Johnson,Supergirl Vol. 3,Supergirl Volume 3, Sanctuary (The New 52),Sanctuary,DC Comics,,2014-02-18,,,,2016-06-18,0.0,9781401243180.jpg,,,9781401243180.0,1401243185,9781401243180.0,,,Paperback,,192.0,No,,,English,en
Michael Alan Nelson,,Supergirl Vol. 4,Supergirl Volume 4, Out of the Past (The New 52) (Supergirl : The New 52!),Out Of The Past,DC Comics,,2014-07-22,,,,2018-08-23,0.0,9781401247003.jpg,,,9781401247003.0,1401247008,9781401247003.0,,,Paperback,,168.0,No,,,English,en
Michael Alan Nelson,,Supergirl Vol. 5,Supergirl Volume 5, Red Daughter of Krypton (The New 52),Red Daughter Of Krypton,DC Comics,,2015-01-20,,,,2018-08-23,0.0,9781401250515.jpg,,,9781401250515.0,1401250513,9781401250515.0,,,Paperback,,256.0,No,,,English,en
Tony Bedard,,Supergirl Vol. 6,Supergirl Volume 6, Crucible (The New 52),Crucible,DC Comics,,2015-07-21,,,,,0.0,9781401255411.jpg,,"Comics & Graphic Novels, Juvenile Fiction",9781401255411.0,1401255418,9781401255411.0,,,Paperback,,192.0,No,,,English,en
Grant Morrison,Grant Morrison,Superman,Superman - Action Comics, Action Comics Vol. 1: Superman and the Men of Steel (The New 52),Volume 1 Superman and the men of steel,DC Comics,DC Comics,2012-08-07,2012.0,,,2016-06-18,0.0,9781401235468.jpg,,,9781401235468.0,1401235468,9781401235468.0,,,Hardcover,,256.0,No,,,English,en
Grant Morrison,Grant Morrison,Superman,Superman - Action Comics," Action Comics, Vol. 2: Bulletproof (The New 52)",Volume 2 Bulletproof,DC Comics,,2013-05-07,,,,2016-06-18,0.0,9781401241018.jpg,,,9781401241018.0,1401241018,9781401241018.0,,,Hardcover,Hardcover,224.0,No,,,English,en
Judd Winick,,Superman/Shazam!,"Superman, Shazam", First Thunder Deluxe Edition,"First Thunder, The Deluxe Edition",DC Comics,,2018-12-18,,,,2019-05-25,0.0,9781401285371.jpg,,,9781401285371.0,1401285376,9781401285371.0,,,Hardcover,,144.0,No,,,English,en
Scott Snyder,Scott Snyder,"Talon, Vol. 1",Talon Volume 1, Scourge of the Owls (The New 52),Scourge Of The Owls,DC Comics,,2013-09-03,,,,2016-06-18,0.0,9781401238872.jpg,,,9781401238872.0,1401238874,9781401238872.0,,,Paperback,,192.0,No,,,English,en
James Tynion IV,Tynion James,Talon Vol. 2,Talon Volume 2, Fall of the Owls (The New 52),Fall Of The Owls,DC Comics,,2014-07-15,,,,2016-06-18,0.0,9781401246259.jpg,,,9781401246259.0,1401246257,9781401246259.0,,,Paperback,,256.0,No,,,English,en
Garth Ennis,Garth Ennis,The Boys Omnibus Vol. 1 TPB,The Boys,,Omnibus Volume 1,Dynamite Entertainment,,2019-04-02,,,,2019-08-29,0.0,9781524108595.jpg,,,9781524108595.0,1524108596,9781524108595.0,,,Paperback,,344.0,No,,,English,en
Garth Ennis,Garth Ennis,The Boys Omnibus Vol. 2 TPB,The Boys Omnibus Volume 2,,,Dynamite Entertainment,,2019-06-25,,,,2019-10-13,0.0,9781524109707.jpg,,,9781524109707.0,1524109703,9781524109707.0,,,Paperback,,376.0,No,,,English,en
Garth Ennis,Garth Ennis,The Boys Omnibus Vol. 3,The Boys Omnibus Volume 3,,,Dynamite Entertainment,,2019-08-13,,,,2019-10-13,0.0,9781524110031.jpg,,,9781524110031.0,1524110035,9781524110031.0,,,Paperback,,344.0,No,,,English,en
Garth Ennis,Garth Ennis,The Boys Omnibus Vol. 4 TP,The Boys Omnibus Volume 4,,,Dynamite Entertainment,,2019-10-01,,,,2019-10-13,0.0,9781524111403.jpg,,,9781524111403.0,1524111406,9781524111403.0,,,Paperback,,328.0,No,,,English,en
